effectName,shortDesc,fullDesc,activeDesc,TEST,indexNum,displayNum,player,accessible,inclusion,exemplarTheme,school,duration,rarity,component,inspiration,specFunc,Lite 120,Exemplar Inclusion,D#,Category,Scope,isAbjuration,isChronomancy,isConjuration,isDivination,isEnchantment,isEvocation,isIllusion,isNecromancy,isTransmutation,Cycle
Legacy '97 - 057,"Put a millstone/cylix artifact in play under your control: <z-is>3</z-is>: Look at the top 3 cards of target player's library, choose one and put it back, remove the other two from the game.","Put a millstone/cylix artifact in play under your control: <z-is>3</z-is>: Look at the top 3 cards of target player's library, choose one and put it back, remove the other two from the game.",,MATCH,767,767,duel,TRUE,"legacy, custom",,Conjuration,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 058,Musical Life: Trade life 1d6 places to the left.,Musical Life: Trade life <z-rb>1d6</z-rb> places to the left.,,DIFF,768,768,duel,TRUE,"legacy, custom",,Necromancy,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 059,"Syphon Soul: All other players take two damage, you gain life equal to the total damage dealt.","Syphon Soul: All other players take two damage, you gain life equal to the total damage dealt.",,MATCH,769,769,duel,TRUE,"legacy, custom",,Necromancy,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 060,Life Chisel: Sacrifice one of your critters to gain life equal to it's power.,Life Chisel: Sacrifice one of your critters to gain life equal to it's power.,,MATCH,770,770,duel,TRUE,"legacy, custom",,Necromancy,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 061,"Either give target permanent Cumulative Upkeep:1, or remove Cumulative upkeep from target permanent.","Either give target permanent Cumulative Upkeep:<z-is>1</z-is>, or remove Cumulative upkeep from target permanent.",,DIFF,771,771,duel,TRUE,"legacy, custom",,Transmutation,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 062,Roll three more times.,Roll three more times.,,MATCH,772,772,duel,TRUE,"legacy, custom",,Chronomancy,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 063,"Stasis: You get no untap phase, ha ha ha, ha ha ha!!!!!!!!!!!","Stasis: You get no untap phase, ha ha ha, ha ha ha!!!!!!!!!!!",,MATCH,773,773,duel,TRUE,"legacy, custom",,"Chronomancy, Enchantment",Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 064,Pick a number.,"Pick a number. (No, I have no idea what you're supposed to do with that number...)",,DIFF,774,774,duel,TRUE,"legacy, custom",,Divination,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 065,"Musical Chairs: Move 1d6 places in the direction turns are going, take your life with you.","Musical Chairs: Move <z-rb>1d6</z-rb> places in the direction turns are going, take your life with you.",,DIFF,775,775,duel,FALSE,"legacy, custom",,"Chronomancy, Illusion",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 066,Pyroclasm,Deal 2 damage to each creature.,,DIFF,776,776,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 067,All player's whose first names begin with A-K lose 4 life.,All player's whose first names begin with A-K lose 4 life.,,MATCH,777,777,duel,TRUE,"legacy, custom",,Necromancy,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 068,All player's whose first names begin with L-Z put a Shivan Dragon into play under target opponent's control.,All player's whose first names begin with L-Z put a Shivan Dragon into play under target opponent's control.,,MATCH,778,778,duel,TRUE,"legacy, custom",,Conjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 069,Take your turn in another player's place.,Take your turn in another player's place.,,MATCH,779,779,duel,TRUE,"legacy, custom",,"Chronomancy, Enchantment",Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 070,"The player with the most life loses 1/2 their life (rounded down), if there is a tie, all tied players lose that amount of life.",,,DIFF,780,780,duel,TRUE,"legacy, custom",,Necromancy,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 071,"Instant critter change: All critters become your choice of W,G,R,B,U until end of turn.","Instant critter change: All critters become your choice of W,G,R,B,U until end of turn.",,MATCH,781,781,duel,TRUE,"legacy, custom",,"Illusion, Transmutation",Turn,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 072,Put an Ashnod's Cylix in play under your control,Put an Ashnod's Cylix in play under your control,,MATCH,782,782,duel,TRUE,"legacy, custom",,Conjuration,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 073,Shatterstorm,Shatterstorm,,MATCH,783,783,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 074,"Erhnageddon: All lands in play are destroyed, all players draw 4 cards and all players get a 4/5 Djinn token which is a green critter that counts as a land.","Erhnageddon: All lands in play are destroyed, all players draw 4 cards and all players get a 4/5 Djinn token which is a green critter that counts as a land.",,MATCH,784,784,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 075,Counter Roll: Counter a chaos roll when you trade this in.,Counter Roll: Counter a chaos roll when you trade this in.,,MATCH,785,785,duel,TRUE,"legacy, custom",,Abjuration,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 076,"Really Big Gun(M:TG style): Target critter gets +3/-1, trample, and rampage:2.","Really Big Gun(M:TG style): Target critter gets +3/-1, trample, and rampage:2.",,MATCH,786,786,duel,TRUE,"legacy, custom",,Transmutation,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 077,"Confucian stability: Trade to counter target interrupt, instant, or enchantment.","Confucian stability: Trade to counter target interrupt, instant, or enchantment.",,MATCH,787,787,duel,TRUE,"legacy, custom",,Abjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 078,"If you rolled this as an extra roll, take another turn after completing this one, otherwise, ignore this roll, go to your untap phase.","If you rolled this as an extra roll, take another turn after completing this one, otherwise, ignore this roll, go to your untap phase.",,MATCH,788,788,duel,TRUE,"legacy, custom",,Chronomancy,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 079,"Target critter gains Flanking and can phase out for WW,GG,RR,BB, or UU.","Target critter gains Flanking and can phase out for <z-is>ww</z-is>,<z-is>gg</z-is>,<z-is>rr</z-is>,<z-is>bb</z-is>, or <z-is>uu</z-is>.",,DIFF,789,789,duel,TRUE,"legacy, custom",,Transmutation,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 080,Target player may chose to gain 5 life or do 5 damage divided any way they chose between any number of target critters and or players.,Target player may chose to gain 5 life or do 5 damage divided any way they chose between any number of target critters and or players.,,MATCH,790,790,duel,TRUE,"legacy, custom",,"Necromancy, Evocation",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 081,Put X +2/+1 counters on target critter opponent controls where X is the number of land you control.,Put X +2/+1 counters on target critter opponent controls where X is the number of land you control.,,MATCH,791,791,duel,TRUE,"legacy, custom",,Transmutation,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 082,"Detonate: Bury target artifact, that artifact's controller takes damage equal to the artifact's casting cost.","Detonate: Bury target artifact, that artifact's controller takes damage equal to the artifact's casting cost.",,MATCH,792,792,duel,TRUE,"legacy, custom",,Evocation,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 083,Give target player one annoyance counter.,Give target player one annoyance counter.,,MATCH,793,793,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 084,"All players trade one seat to the left, including life.","All players trade one seat to the left, including life.",,MATCH,794,794,duel,FALSE,"legacy, custom",,Chronomancy,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 085,Mega-Cane: All players shuffle their graveyards and libraries.,Mega-Cane: All players shuffle their graveyards and libraries.,,MATCH,795,795,duel,TRUE,"legacy, custom",,"Divination, Necromancy",Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 086,"Fountain of Youth: Any player may pay 2 at any time to gain one life, this effect lasts until your next chaos phase.","Fountain of Youth: Any player may pay <z-is>2</z-is> at any time to gain one life, this effect lasts until your next chaos phase.",,DIFF,796,796,duel,TRUE,"legacy, custom",,Necromancy,Round,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 087,Target creature is buried.,Target creature is buried.,,MATCH,797,797,duel,TRUE,"legacy, custom",,Abjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 088,Bury Greg.,Bury Greg.,,MATCH,798,798,duel,TRUE,"legacy, custom",,Abjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 089,All players draw 3 cards.,All players draw 3 cards.,,MATCH,799,799,duel,TRUE,"legacy, custom",,Divination,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 090,All players draw until they have the same number of cards at the person currently holding the most cards.,All players draw until they have the same number of cards at the person currently holding the most cards.,,MATCH,800,800,duel,TRUE,"legacy, custom",,Divination,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 091,You take 4 damage for every interrupt cast until your next chaos phase.,You take 4 damage for every interrupt cast until your next chaos phase.,,MATCH,801,801,duel,TRUE,"legacy, custom",,Evocation,Round,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 092,"You may discard a card to cast a spell in your hand instead of paying the casting cost, the discarded card must be of the same color as the spell you cast.","You may discard a card to cast a spell in your hand instead of paying the casting cost, the discarded card must be of the same color as the spell you cast.",,MATCH,802,802,duel,TRUE,"legacy, custom",,Conjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 093,Super Recall: All players removed their hands from the game and take any cards from their graveyard up to the number of their original hand.,Super Recall: All players removed their hands from the game and take any cards from their graveyard up to the number of their original hand.,,MATCH,803,803,duel,TRUE,"legacy, custom",,"Divination, Necromancy",Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 094,Target player takes X damage where X is the number of lands in play.,Target player takes X damage where X is the number of lands in play.,,MATCH,804,804,duel,TRUE,"legacy, custom",,Evocation,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 095,Target player draws 1 card.,Target player draws 1 card.,,MATCH,805,805,duel,TRUE,"legacy, custom",,Divination,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 096,I'm going down!!!!!!!!!!: Trade life with target player who has no more than 5 more life than you do.,I'm going down!!!!!!!!!!: Trade life with target player who has no more than 5 more life than you do.,,MATCH,806,806,duel,TRUE,"legacy, custom",,Necromancy,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 097,Inferno: All critters and players take 6 damage.,Inferno: All critters and players take 6 damage.,,MATCH,807,807,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 098,Put a millstone into play under your control,Put a millstone into play under your control,,MATCH,808,808,duel,TRUE,"legacy, custom",,Conjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 099,Musical Life: Trade life 1d6 places to the left.,Musical Life: Trade life <z-rb>1d6</z-rb> places to the left.,,DIFF,809,809,duel,TRUE,"legacy, custom",,Necromancy,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 100,Timewalk.,Timewalk.,,MATCH,810,810,duel,TRUE,"legacy, custom",,Chronomancy,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 101,Timecrawl: The next player begins their turn now.,Timecrawl: The next player begins their turn now.,,MATCH,811,811,duel,TRUE,"legacy, custom",,Chronomancy,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 102,Gain four generic mana at the beginning of your main phase or put a 4/4 token critter in play under your control.,Gain four generic mana at the beginning of your main phase or put a 4/4 token critter in play under your control.,,MATCH,812,812,duel,TRUE,"legacy, custom",,Conjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 103,"Search your deck for as many critters as you wish with a combined power of no more than 10 and put them directly into play, they may ignore summoning sickness.",Search your library for any number of target creature cards with total power 10 or less and put them onto the battlefield. They gain haste.,,DIFF,813,813,duel,TRUE,"legacy, custom",,Conjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 104,Hurricane (1d6 to flyers and players),Hurricane (<z-rb>1d6</z-rb> to flyers and players),,DIFF,814,814,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 105,Geddon Light: All players sac. half (round down) of their land.,Geddon Light: All players sac. half (round down) of their land.,,MATCH,815,815,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 106,"Enervate: Tap target artifact, critter, or land: cantrip.","Enervate: Tap target artifact, critter, or land: cantrip.",,MATCH,816,816,duel,TRUE,"legacy, custom",,"Enchantment, Divination",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 107,"Vaulting (Lim-Dul's) Ahead: Look at top 5 cards of your library and put them in any order or pay 1 life to look at the next 5, pay no more than 4 life in this way.","Vaulting (Lim-Dul's) Ahead: Look at top 5 cards of your library and put them in any order or pay 1 life to look at the next 5, pay no more than 4 life in this way.",,MATCH,817,817,duel,TRUE,"legacy, custom",,"Divination, Necromancy",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 108,Braingeyser (target player draws 1d6 cards).,Braingeyser (target player draws <z-rb>1d6</z-rb> cards).,,DIFF,818,818,duel,TRUE,"legacy, custom",,Divination,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 109,"All other players take 4 damage, gain two life for each 4 damage dealt: Cantrip.","All other players take 4 damage, gain two life for each 4 damage dealt: Cantrip.",,MATCH,819,819,duel,TRUE,"legacy, custom",,"Evocation, Necromancy, Divination",Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 110,"Twiddle: Tap or untap target artifact, critter, or land: Cantrip.","Twiddle: Tap or untap target artifact, critter, or land: Cantrip.",,MATCH,820,820,duel,TRUE,"legacy, custom",,"Enchantment, Divination",Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 111,Target critter gains protection from chaos rolls.,Target critter gains protection from chaos rolls.,,MATCH,821,821,duel,TRUE,"legacy, custom",,Abjuration,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 112,Balance,"Each player chooses a number of lands they control equal to the number of lands controlled by the player who controls the fewest, then sacrifices the rest. Players discard cards and sacrifice creatures the same way.",,DIFF,822,822,duel,TRUE,"legacy, custom",,"Divination, Abjuration",Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 113,Add a counter to the Jackpot.,Add a counter to the Jackpot.,,MATCH,823,823,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 114,Give target player one annoyance counter.,Give target player one annoyance counter.,,MATCH,824,824,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 115,Stream of Life: Gain 2d10 life.,Stream of Life: Gain <z-rb>2d10</z-rb> life.,,DIFF,825,825,duel,TRUE,"legacy, custom",,Necromancy,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 116,Mana Drain counter: Trade to counter a spell and gain it's casting cost in generic mana at the beginning of your next main phase.,Mana Drain counter: Trade to counter a spell and gain it's casting cost in generic mana at the beginning of your next main phase.,,MATCH,826,826,duel,TRUE,"legacy, custom",,"Abjuration, Evocation",Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 117,Pyroclasm,Deal 2 damage to each creature.,,DIFF,827,827,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 118,Add up to one generic mana to your mana pool for each critter in play at the beginning of your main phase.,Add up to one generic mana to your mana pool for each critter in play at the beginning of your main phase.,,MATCH,828,828,duel,TRUE,"legacy, custom",,Evocation,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 119,Give target player one annoyance counter.,Give target player one annoyance counter.,,MATCH,829,829,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 120,Give target player two annoyance counters.,Give target player two annoyance counters.,,MATCH,830,830,duel,TRUE,"legacy, custom",,Conjuration,Instant,rare,,,,,,,,,,,,,,,,,,
Legacy '97 - 121,Pyroclasm,Deal 2 damage to each creature.,,DIFF,831,831,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 122,All players shuffle their hands and libraries and draw a new hand of up to seven cards.,All players shuffle their hands and libraries and draw a new hand of up to seven cards.,,MATCH,832,832,duel,TRUE,"legacy, custom",,Divination,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 123,Put the top card of your graveyard on top of your library for each land you control.,Put the top card of your graveyard on top of your library for each land you control.,,MATCH,833,833,duel,TRUE,"legacy, custom",,Necromancy,Instant,common,,,,,,,,,,,,,,,,,,
Legacy '97 - 124,All players take 1 damage for each land they control.,All players take 1 damage for each land they control.,,MATCH,834,834,duel,TRUE,"legacy, custom",,Evocation,Instant,uncommon,,,,,,,,,,,,,,,,,,
Legacy '97 - 125,All critters take 1 damage for each land their owner controls.,All critters take 1 damage for each land their owner controls.,,MATCH,835,835,duel,TRUE,"legacy, custom",,Evocation,Instant,rare,,,,,,,,,,,,,,,,,,
